0, -0.001761, 1.502394, -1.004160, 0.961365, 0.002919, -0.000714, 0.001182, 0.002774, 0.000658, -0.002094, 0.001055, 0.000002, 
1, -0.001760, 1.502394, -1.004160, 0.961366, 0.002919, -0.000714, 0.001099, 0.003313, 0.000595, -0.000507, -0.000368, -0.000394, 
2, -0.001761, 1.502394, -1.004164, 0.961367, 0.002919, -0.000714, 0.000196, 0.004130, -0.004039, -0.000303, -0.000317, -0.000367, 
3, -0.001763, 1.502396, -1.004181, 0.961367, 0.002920, -0.000714, 0.000056, 0.003145, -0.010051, -0.000281, -0.000370, 0.000131, 
4, -0.001765, 1.502399, -1.004211, 0.961369, 0.002921, -0.000714, -0.000007, 0.002124, -0.012607, -0.000127, -0.000420, 0.001074, 
5, -0.001766, 1.502401, -1.004252, 0.961371, 0.002922, -0.000714, -0.000108, 0.000661, -0.014715, 0.000084, -0.000441, 0.000999, 
6, -0.001768, 1.502404, -1.004298, 0.961373, 0.002923, -0.000715, -0.000117, 0.002809, -0.014728, 0.000078, -0.002197, 0.000929, 
7, -0.001769, 1.502406, -1.004352, 0.961375, 0.002923, -0.000715, -0.000109, 0.001171, -0.017766, -0.001351, -0.002043, 0.001108, 
8, -0.001770, 1.502409, -1.004415, 0.961377, 0.002924, -0.000716, -0.000101, 0.001190, -0.020885, -0.001349, -0.002211, 0.001030, 
9, -0.001772, 1.502411, -1.004489, 0.961380, 0.002926, -0.000716, -0.000094, 0.001507, -0.023694, 0.003717, 0.002873, 0.000958, 
10, -0.001773, 1.502413, -1.004572, 0.961381, 0.002926, -0.000717, -0.000610, -0.000162, -0.025875, 0.003457, 0.000776, 0.000891, 
11, -0.001774, 1.502415, -1.004661, 0.961382, 0.002927, -0.000718, 0.001320, 0.000027, -0.028182, 0.000973, 0.000401, 0.000828, 
12, -0.001776, 1.502416, -1.004752, 0.961383, 0.002927, -0.000718, -0.001797, 0.000606, -0.027857, -0.000014, -0.000554, 0.000770, 
13, -0.001776, 1.502417, -1.004847, 0.961386, 0.002927, -0.000719, -0.000576, -0.001914, -0.028407, 0.003611, -0.002023, 0.000716, 
14, -0.001777, 1.502419, -1.004944, 0.961388, 0.002928, -0.000719, 0.001007, -0.001763, -0.029171, 0.005405, -0.004823, 0.000666, 
15, -0.001778, 1.502421, -1.005047, 0.961390, 0.002929, -0.000720, 0.004214, -0.001639, -0.030345, 0.005945, 0.000091, 0.002212, 
16, -0.001780, 1.502422, -1.005156, 0.961390, 0.002930, -0.000721, 0.001980, -0.001478, -0.030316, 0.002595, -0.003513, 0.001964, 
17, -0.001780, 1.502424, -1.005269, 0.961391, 0.002930, -0.000721, 0.002103, -0.000709, -0.030465, -0.002457, -0.006865, 0.001827, 
18, -0.001781, 1.502425, -1.005385, 0.961392, 0.002931, -0.000722, 0.003826, -0.000655, -0.032122, -0.006515, -0.005010, 0.001698, 
19, -0.001782, 1.502426, -1.005502, 0.961392, 0.002931, -0.000723, 0.001198, -0.000546, -0.032170, -0.008932, -0.007221, 0.001579, 
20, -0.001783, 1.502428, -1.005621, 0.961394, 0.002931, -0.000723, 0.000676, -0.000507, -0.031987, -0.007202, -0.010389, 0.001469, 
21, -0.001783, 1.502428, -1.005741, 0.961395, 0.002931, -0.000724, 0.003081, -0.002907, -0.032172, -0.005534, -0.012070, 0.001366, 
22, -0.001784, 1.502429, -1.005864, 0.961397, 0.002933, -0.000724, 0.004946, -0.002703, -0.032158, -0.003503, -0.009261, 0.001270, 
23, -0.001785, 1.502430, -1.005989, 0.961398, 0.002934, -0.000725, 0.003251, -0.002859, -0.031867, -0.003198, -0.006732, 0.001181, 
24, -0.001785, 1.502431, -1.006114, 0.961400, 0.002935, -0.000725, 0.004304, -0.002671, -0.030416, -0.002384, -0.004128, 0.001098, 
25, -0.001786, 1.502432, -1.006238, 0.961401, 0.002935, -0.000726, 0.002283, -0.001494, -0.030837, -0.002091, -0.008330, 0.001021, 
26, -0.001787, 1.502433, -1.006358, 0.961402, 0.002936, -0.000726, 0.002056, -0.001229, -0.029922, -0.000840, -0.006845, 0.000950, 
27, -0.001787, 1.502434, -1.006476, 0.961403, 0.002937, -0.000727, 0.004002, -0.000667, -0.028380, 0.000104, -0.005926, 0.000883, 
28, -0.001788, 1.502435, -1.006591, 0.961404, 0.002938, -0.000727, 0.003662, -0.001408, -0.028303, 0.001866, -0.005418, 0.000821, 
29, -0.001789, 1.502437, -1.006704, 0.961405, 0.002939, -0.000727, 0.003279, 0.001758, -0.029841, 0.001735, -0.005022, 0.000763, 
30, -0.001789, 1.502439, -1.006813, 0.961406, 0.002938, -0.000728, 0.003049, 0.004846, -0.029089, 0.003602, -0.005714, 0.000710, 
31, -0.001791, 1.502439, -1.006915, 0.961406, 0.002939, -0.000728, -0.000460, 0.002745, -0.026923, 0.003350, -0.003106, 0.000660, 
32, -0.001792, 1.502440, -1.007012, 0.961407, 0.002939, -0.000728, -0.000158, 0.001688, -0.024623, 0.003216, -0.004439, 0.000614, 
33, -0.001792, 1.502441, -1.007105, 0.961408, 0.002939, -0.000728, -0.000256, 0.002944, -0.024927, 0.003370, -0.003470, 0.000571, 
34, -0.001793, 1.502443, -1.007193, 0.961407, 0.002940, -0.000729, 0.000006, 0.004692, -0.023213, -0.001830, -0.003016, 0.000531, 
35, -0.001793, 1.502445, -1.007276, 0.961408, 0.002941, -0.000729, 0.000006, 0.008433, -0.021687, -0.001685, -0.000588, 0.000494, 
36, -0.001794, 1.502446, -1.007355, 0.961408, 0.002940, -0.000729, 0.000317, 0.010029, -0.019703, -0.001558, -0.004651, 0.000459, 
